Alpha_Metric,Beta_Metric
-0.42814703090401907,-7.65397213061634
-0.1568498511330849,-0.797408113063268
-0.04598099818149964,-0.20927688543297285
0.03620185866909006,0.024903449229314357
0.1079164650347992,0.17071311877288275
0.16545068507960844,0.2638225419281449
0.20728871365887216,0.3168776079506373
0.2158756012956665,0.36919540565325404
0.23658016562607345,0.4553135686260794
0.2489345406906018,0.5374866663503173
0.2655805880048878,0.596981278692483
0.2947589474090053,0.6364050555627385
0.31521418143807634,0.6745062289576713
0.33263844847374463,0.6992316322893474
0.34288870742790045,0.7204385814713985
0.3515922929457852,0.7213330080578244
0.35030760929733595,0.7017120745760295
0.34910124284349453,0.6874616901456698
0.3469484849332481,0.7121326924460482
0.3382677523321405,0.7198846609725542
0.33029042244016416,0.7242270096398084
0.3709924689712518,0.7895283873151451
0.40525341700760964,0.8749566465558193
0.429190984715166,0.9428080521062373
0.4600716329717242,0.947916793911578
0.4865610114680644,0.98977702455992
0.46967278188749856,1.0256214418104905
0.4523942650679561,1.0120344111958024
0.45753074860461607,0.960590913381381
0.4695130347384656,0.8945320735836799
0.49644462677679246,0.8542740911781233
0.5064959086330857,0.8363705784685694
0.4984892409415157,0.841632444225733
0.48883668137880276,0.8435910536166775
0.4900697932618728,0.8175607447145956
0.49979101685959665,0.7827737247164083
0.5022180048891474,0.7619440807240304
0.5184532614610067,0.7507880692072992
0.5257358605780256,0.7490510189879444
0.5179578961037102,0.752218598502963
0.5339107610047921,0.7714293876259005
0.5456620672926243,0.7802290243842878
0.5330665578046079,0.771034313673536
0.5007091013480639,0.7513372737123095
0.47888190407925985,0.7357362171085586
0.4568779248268214,0.7319804611395441
0.4334591104144775,0.721746497888208
0.4445681331519708,0.7059967054574687
0.46330821082151763,0.7059183771420976
0.4747018379824872,0.7089800735566142
0.46313197749677043,0.7058635478864276
0.4457548069959045,0.7021799137672804
0.43941235170627957,0.6895684816650465
0.4419788729300674,0.6783378471077799
0.4458990972915397,0.68261024534638
0.44589853891131886,0.7061139958316457
0.44096878028074016,0.7234904224780568
0.4395290777605693,0.7325916889151752
0.4284308883320531,0.7523147946692719
0.4265564261561221,0.7732229231726618
0.4416193816543813,0.7728921605073532
0.4459489003186938,0.7645453802324369
0.44406210323964584,0.7608819876212214
0.44369919739230224,0.7502128045474586
0.45565899307970065,0.7345760120407321
0.46498563814836047,0.7307766742257856
0.4763222887637136,0.7300877613513103
0.4882596890133976,0.7268342907653111
0.49152917434750526,0.7367134691421383
0.4919995996823233,0.754758176763071
0.4825535151157089,0.7847001838503166
0.4787030468973335,0.8177396312191079
0.48774509986971587,0.8411477036347977
0.49178594143234006,0.8690538643241009
0.4922633688009506,0.8745482331216835
0.4889282349100524,0.8394532060220258
0.4805019622585333,0.7865910512854821
0.47292712107730284,0.7521625613935153
0.47292826307722985,0.7333450450874317
0.49297575789478176,0.7156833880513263
0.5238052142451006,0.6853833240150653
0.5502415033764373,0.6535371162017981
0.5737688551090032,0.6328786500721936
0.6027490137993798,0.6158496724624001
0.6289360594152203,0.6106142970380903
0.6413180488733946,0.6129348502995942
0.654988483772736,0.6082440294919905
0.6568589439432444,0.5998545131192492
0.6591586988146174,0.5929774972577436
0.6513053540677056,0.5858573607039796
0.6401120824985704,0.5866841925973931
0.6373759463934499,0.5899716233525342
0.6432435908557445,0.5891146245440779
0.6455588373510187,0.5877151989131197
0.6396749516227733,0.5867362691604374
0.6336047092369929,0.5875027671272897
0.628487440065113,0.5913748824437226
0.6383702049407791,0.5944041935749
0.651156616903837,0.5956397308259256
0.6520090781775323,0.5996303054500117
0.6357224006004935,0.6110042722682917
0.6091236324602626,0.6201998884295642
0.582650854662505,0.6253552168846396
0.558036853578968,0.6218470132785191
0.5374364992332491,0.6090521289938696
0.5230385137944454,0.587453068115149
0.5132379074004303,0.5589686904072242
0.49171512798532263,0.5284743060380921
0.46625651492897074,0.511107725634285
0.4460719675233898,0.5056051565028818
0.43990199978851063,0.5096491114588328
0.43326500691274117,0.507602223725834
0.42886964535475564,0.4850528898422182
0.41911418098887815,0.4563663070118295
0.40599275550654484,0.4314502407465133
0.39739050277054655,0.41455052523306324
0.38108424560791226,0.39789237920639897
0.372375901238227,0.37827072666991096
0.3549473741223525,0.3773804798051525
0.33680719560897376,0.3894580432556874
0.3249626909908021,0.3990092046519253
0.3273661943031908,0.3922605693305114
0.3338765098250897,0.38990173169195474
0.3450990353195097,0.3972162596950538
0.35013389401221845,0.40501194099274407
0.34928557686818806,0.41750505223467094
0.34265182283702855,0.43490466716033044
0.3370989458326261,0.45701207503047486
0.33872087843480964,0.48971500528212114
0.34350916193844694,0.5164001243323272
0.34468890278013126,0.5188750739891282
0.3504041278749531,0.5035133439338453
0.369171037484179,0.4866250432993757
0.38852808676885575,0.48063847202859794
0.4043376407441925,0.47900305967544976
0.4036191082920635,0.4916756392482558
0.4087711677327416,0.5139575031699196
0.4168195600815745,0.5357571587150683
0.4264545106865356,0.5491826701856143
0.44265542925571466,0.5510974455465858
0.4612808736846992,0.55308299787695
0.47846412694140533,0.5480491169625872
0.4882259794260297,0.5379416188709659
0.48266620204119387,0.533086868523644
0.4705793873449363,0.5305944448208989
0.4679588754437599,0.5266248323676912
0.46667144319931964,0.5166063365987785
0.46523990807578075,0.5087828631231274
0.4718955350480087,0.5082265023452549
0.4811205505906853,0.5058922866796838
0.49176209648193614,0.4968200270009419
