Alpha_Metric,Beta_Metric
0.5889148444864314,0.5640508502802826
0.6559281712965579,0.6131263064709558
0.6724224368387255,0.6377187427927739
0.6686092531523465,0.6608114055195257
0.6331161498842265,0.7014284915403867
0.6168736232820079,0.7314462655759392
0.608946377619057,0.7617243819005358
0.6123020493910225,0.7854833945636114
0.6369691345236747,0.7901880729466658
0.6700855245877263,0.7962747081442465
0.6969923734707357,0.8141228213413509
0.7135122593295926,0.8422780454938883
0.7319229123317486,0.8640546467952193
0.7494716577898308,0.8748520556183867
0.7566004372575426,0.8758830101711318
0.7636714825291244,0.873240609254337
0.7695339042230595,0.8760001980604428
0.7785699138865718,0.890844109099815
0.7806726481231935,0.9186859537287656
0.7801801728914405,0.9349856974534815
0.7935407162180794,0.9373562913000207
0.8286697521049037,0.9591063108615109
0.8588603713865927,0.9854488690371637
0.8953897023465768,1.0307766793317454
0.9288321693110226,1.0724520408473086
0.9844306546828346,1.0956522199188563
1.0356756273584216,1.1304381620628945
1.0726053690259898,1.1665157673109579
1.0987717160674215,1.1988805340159412
1.1015525136327322,1.2418672786648624
1.111950991766695,1.2736126510107666
1.1534474987778423,1.2845335335188308
1.1842752899945064,1.2788213650148124
1.2130862215390474,1.2996987120921626
1.2457036009869196,1.3404534658478016
1.2794609039818154,1.3904400326664894
1.3265467626235914,1.4395130910082474
1.3593621024535423,1.455152753507624
1.3930686435647672,1.437668782114498
1.4516265697333153,1.3867458212308352
1.5365259336877253,1.3746432637245227
1.5880566041405706,1.436222463442208
1.6000017986713317,1.5248411747848056
1.5841178969916927,1.581146374363178
1.5596950101668936,1.5697588703782699
1.5840445673282546,1.5526593841120169
1.572730432765935,1.537478901480265
1.5952135281785358,1.516925188849593
1.6651386300979576,1.5047065845551992
1.7643645027777861,1.506749133785872
1.8690053805614224,1.514679636341742
1.866319800242113,1.5213496505779067
1.7826677977891585,1.488114339390545
1.7229957813603443,1.4386396743908318
1.6687155890473635,1.3773096799737412
1.6480617163931763,1.3522431549024463
1.6696976008409126,1.3486978522818494
1.664699059016012,1.362443642472943
1.6569995875765353,1.3659296612702247
1.643325168122654,1.3523282813911695
1.6233150299067225,1.3530523940196588
1.6036428538995329,1.3583653894187477
1.5801463183491833,1.3384973494180017
1.5882798828189246,1.3157145679205045
1.598204340204754,1.3096429064412696
1.617927569301531,1.3182369306569104
1.5978155293324119,1.3261392563076364
1.5916230519856982,1.3237192220078717
1.5607771911041264,1.3073106202769484
1.523505644479693,1.2787875402935798
1.452488586879136,1.2463296678724716
1.4112301230790512,1.2079568757171464
1.3999193552246485,1.1722300884206225
1.3876219353398176,1.169679120643689
1.3959710684239977,1.197400521131123
1.4121898307272494,1.260245011554795
1.4138513908463952,1.3023289087605556
1.4027706751252607,1.316891965326778
1.394848395917846,1.3155063154219728
1.4300765790083327,1.335119155448937
1.44933605268052,1.371595402131012
1.4496855620520148,1.4025764788757016
1.4680994734808064,1.423812911047884
1.4990408801800486,1.4276117077283492
1.5027848727392608,1.4125476595754891
1.4767481229642385,1.3834227859237032
1.4257663251801815,1.3470531910786725
1.369355387718427,1.3182486201000794
1.3244296330842502,1.305547455890031
1.2736314517618492,1.3097744151802166
1.2265933455553109,1.3150933064236252
1.2013285945867695,1.312707666116634
1.1574439724096555,1.2919570693242652
1.099145494933478,1.2688487319169268
1.036261591664999,1.236014223790473
0.9794135003355029,1.193005342931199
0.9292333384245532,1.127612947416124
0.8811681559378245,1.0556841929869016
0.8551278935803355,0.9949414086586593
0.8343000032614158,0.940727646312802
0.7919185026210411,0.8892203699660702
0.7481150368085024,0.8455300003618528
0.7119693196507626,0.8257802069717166
0.6647683605997975,0.8047402832893886
0.6358698630848186,0.7823075630286648
0.6151282778326133,0.7672565406577374
0.6001395138153971,0.765052291367698
0.585095553081462,0.7660010928747537
0.580116578930863,0.7574364345489866
0.5854125253928907,0.7502392636831227
0.5877428129263448,0.7515900273412301
0.5884498578940052,0.7436283051007718
0.5884260706498098,0.7338979200957518
0.586111627936806,0.7374542534564954
0.5851780033357314,0.7529318903356583
0.5919551555190757,0.770256876849085
0.5970238021553044,0.7883313007379347
0.5997136556834761,0.8076923124442451
0.5952242268580413,0.8304195528037832
0.5780215695180971,0.8504169436250111
0.5704850293836798,0.8752300512827345
0.5690392568892072,0.9114161751593213
0.575019571388441,0.9370174110080403
0.5766155670199276,0.929940382012835
0.5776051146174219,0.9223425548407823
0.5685295406418562,0.9180978511699296
0.5727168997993057,0.9230255216317867
0.5844790306677042,0.9169116138605978
0.5925966977532995,0.9089639890267431
0.5951713524781136,0.8992573947635102
0.5894240060642396,0.8794922353871889
0.5813963277905267,0.8477487811894284
0.5719646519884382,0.8453823588451862
0.5583760500039271,0.8490380813685716
0.547608280643384,0.8528627871325115
0.5422379602537005,0.850472707868641
0.5389211220106238,0.8595121672700076
0.5396323126146906,0.8642753651500766
0.5450664921907463,0.8648078656474092
0.5605887429499917,0.8725297130887033
0.5781110793318799,0.8930285393096444
0.5842303218338889,0.9164659960960118
0.5933046924951518,0.9311454878883033
0.6078171550392351,0.9513312534276014
0.6349553629494173,0.9841838681604517
0.6698315612210743,1.0235373067711764
0.70504357257775,1.0625750177668827
0.7245751907760634,1.0960582860761678
0.7306206698789295,1.1496879139572487
0.7367681675644261,1.1950677448676932
0.7564415234460373,1.2644208107493284
